Unnamed: 0.1,Unnamed: 0,sentence,Option A,Option B,OP1,OP2,gold_ans,gold_scope_label,OP1_type,OP2_type,OP_rel,relation,comb
1223,1224.0,Exactly five of the items will be assigned to each box.,Not all boxes will contain the same five items,All boxes will contain the same five items,exactly five,each,A,inverse,number,universal,unimported,unimported,3
1244,1245.0,"Except for holidays, when the library is closed, exactly one librarian works each day.","in total, more than one librarian works during the week","in total, only one librarian works during the week",exactly one,each,A,inverse,number,universal,unimported,unimported,3
1245,1246.0,"Except for holidays, when the library is closed, exactly one librarian works each day.","in total, only one librarian works during the week","in total, more than one librarian works during the week",exactly one,each,B,inverse,number,universal,unimported,unimported,3
1252,1253.0,Groups A and B will receive two new members each.,there are exactly two new members in total,there are more than two new members in total,two,each,B,inverse,number,universal,unimported,unimported,3
1253,1254.0,Groups A and B will receive two new members each.,there are more than two new members in total,there are exactly two new members in total,two,each,A,inverse,number,universal,unimported,unimported,3
1254,1255.0,"One player per game, according to the following rules.",not all games involve the same player,all games involve the same player,one,per,A,inverse,number,universal,unimported,unimported,3
1255,1256.0,"One player per game, according to the following rules.",all games involve the same player,not all games involve the same player,one,per,B,inverse,number,universal,unimported,unimported,3
1264,1265.0,one bird per cage.,there is exactly one bird in total,there is more than one bird in total,one,per,B,inverse,number,universal,unimported,unimported,3
1265,1266.0,one bird per cage.,there is more than one bird in total,there is exactly one bird in total,one,per,A,inverse,number,universal,unimported,unimported,3
1266,1267.0,"One student per desk, according to the classroom rules.",all desks are occupied by the same student,not all desks are occupied by the same student,one,per,B,inverse,number,universal,unimported,unimported,3
1267,1268.0,"One student per desk, according to the classroom rules.",not all desks are occupied by the same student,all desks are occupied by the same student,one,per,A,inverse,number,universal,unimported,unimported,3
1276,1277.0,The two actors in each scene do not play the same character as each other.,there is exactly one pair of actors in total,there is more than one pair of actors in total,two,each,A,surface,number,universal,unimported,unimported,2
1277,1278.0,The two actors in each scene do not play the same character as each other.,there is more than one pair of actors in total,there is exactly one pair of actors in total,two,each,B,surface,number,universal,unimported,unimported,2
1280,1281.0,A different movie is shown every night.,there are more than two movies shown in total,there are exactly two movies shown in total,a,every,A,inverse,indefinite,universal,unimported,unimported,3
1281,1282.0,A different movie is shown every night.,there are exactly two movies shown in total,there are more than two movies shown in total,a,every,B,inverse,indefinite,universal,unimported,unimported,3
1284,1285.0,A gardener waters all the plants.,"in total, there is exactly one gardener watering the plants","in total, there is more than one gardener watering the plants",a,all,A,surface,indefinite,universal,unimported,unimported,2
1285,1286.0,A gardener waters all the plants.,"in total, there is more than one gardener watering the plants","in total, there is exactly one gardener watering the plants",a,all,B,surface,indefinite,universal,unimported,unimported,2
1286,1287.0,A different topic is covered in each lecture.,there are more than two topics covered in total,there are exactly two topics covered in total,a,each,A,inverse,indefinite,universal,unimported,unimported,3
1287,1288.0,A different topic is covered in each lecture.,there are exactly two topics covered in total,there are more than two topics covered in total,a,each,B,inverse,indefinite,universal,unimported,unimported,3
1290,1291.0,A lifeguard watches all the swimmers.,"in total, there is more than one lifeguard watching the swimmers","in total, there is exactly one lifeguard watching the swimmers",a,all,B,surface,indefinite,universal,unimported,unimported,2
1291,1292.0,A lifeguard watches all the swimmers.,"in total, there is exactly one lifeguard watching the swimmers","in total, there is more than one lifeguard watching the swimmers",a,all,A,surface,indefinite,universal,unimported,unimported,2
1294,1295.0,A computer is available on each floor of the library.,"In total, there is more than one computer available across all library floors","In total, there is one computer available across all library floors",a,each,A,inverse,indefinite,universal,unimported,unimported,3
1295,1296.0,A computer is available on each floor of the library.,"In total, there is one computer available across all library floors","In total, there is more than one computer available across all library floors",a,each,B,inverse,indefinite,universal,unimported,unimported,3
